date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:09:17	63641/63641	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:17%20GMT	https://www.heerekarlaw.com/about-us/hari-heerekar/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/hari-heerekar/index.html	(from https://www.heerekarlaw.com/)
08:09:17	52634/52634	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:16%20GMT	https://www.heerekarlaw.com/site-search/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/site-search/index.html	(from https://www.heerekarlaw.com/)
08:09:17	68218/68218	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:16%20GMT	https://www.heerekarlaw.com/about-us/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/index.html	(from https://www.heerekarlaw.com/)
08:09:18	14816/14816	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dacc1423082700%22	https://www.heerekarlaw.com/cms/svg/site/zr4cl296wmv.24.2407011709424.svg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/svg/site/zr4cl296wmv.24.2407011709424.svg	(from https://www.heerekarlaw.com/)
08:09:18	77749/77749	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:18%20GMT	https://www.heerekarlaw.com/practice-areas/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/index.html	(from https://www.heerekarlaw.com/)
08:09:19	82239/82239	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:18%20GMT	https://www.heerekarlaw.com/testimonials/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/testimonials/index.html	(from https://www.heerekarlaw.com/)
08:09:19	74897/74897	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:18%20GMT	https://www.heerekarlaw.com/practice-areas/asylum/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/asylum/index.html	(from https://www.heerekarlaw.com/)
08:09:19	58011/58011	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:19%20GMT	https://www.heerekarlaw.com/resources/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/resources/index.html	(from https://www.heerekarlaw.com/)
08:09:19	59387/59387	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:19%20GMT	https://www.heerekarlaw.com/blog/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/index.html	(from https://www.heerekarlaw.com/)
08:09:20	55300/55300	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:20%20GMT	https://www.heerekarlaw.com/blog/2024/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2024/index.html	(from https://www.heerekarlaw.com/)
08:09:21	55324/55324	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:20%20GMT	https://www.heerekarlaw.com/blog/2024/june/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2024/june/index.html	(from https://www.heerekarlaw.com/)
08:09:21	56737/56737	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:20%20GMT	https://www.heerekarlaw.com/blog/2023/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2023/index.html	(from https://www.heerekarlaw.com/)
08:09:21	77187/77187	---M--	200	added ('OK')	image/jpeg	etag:%221d8fd1bc7797600:0%22	https://www.heerekarlaw.com/cms/thumbnails/00/350x350/images/asylum.2211031229306.jpg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/thumbnails/00/350x350/images/asylum.2211031229306.jpg	(from https://www.heerekarlaw.com/)
08:09:22	55742/55742	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:21%20GMT	https://www.heerekarlaw.com/blog/2023/october/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2023/october/index.html	(from https://www.heerekarlaw.com/)
08:09:23	55670/55670	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:22%20GMT	https://www.heerekarlaw.com/blog/2023/february/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2023/february/index.html	(from https://www.heerekarlaw.com/)
08:09:23	56851/56851	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:22%20GMT	https://www.heerekarlaw.com/blog/2016/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2016/index.html	(from https://www.heerekarlaw.com/)
08:09:23	102032/102032	---M--	200	added ('OK')	image/jpeg	etag:%221d8fa2b889da480:0%22	https://www.heerekarlaw.com/cms/thumbnails/00/410x445/images/asylum.2211031229306.jpg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/thumbnails/00/410x445/images/asylum.2211031229306.jpg	(from https://www.heerekarlaw.com/)
08:09:23	907/907	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dacc1423082700%22	https://www.heerekarlaw.com/cms/svg/site/icon_linkedin.36.2407011709428.svg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/svg/site/icon_linkedin.36.2407011709428.svg	(from https://www.heerekarlaw.com/)
08:09:24	56903/56903	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:23%20GMT	https://www.heerekarlaw.com/blog/2016/november/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/blog/2016/november/index.html	(from https://www.heerekarlaw.com/)
08:09:24	60055/60055	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:23%20GMT	https://www.heerekarlaw.com/contact-us/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/contact-us/index.html	(from https://www.heerekarlaw.com/)
08:09:24	644/644	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dacc1423082700%22	https://www.heerekarlaw.com/cms/svg/site/icon_facebook.36.2407011709428.svg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/svg/site/icon_facebook.36.2407011709428.svg	(from https://www.heerekarlaw.com/)
08:09:25	2807/2807	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dacc1423a0bd80%22	https://www.heerekarlaw.com/cms/svg/site/icon_twitter.36.2407011709430.svg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/svg/site/icon_twitter.36.2407011709430.svg	(from https://www.heerekarlaw.com/)
08:09:26	537/537	---M-Z	200	added ('OK')	text/css	etag:%227029ccd82b28d61:0%22	https://www.heerekarlaw.com/includes/high-res.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/includes/high-res.css	(from https://www.heerekarlaw.com/)
08:09:27	52977/52977	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:26%20GMT	https://www.heerekarlaw.com/site-map/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/site-map/index.html	(from https://www.heerekarlaw.com/)
08:09:27	56705/56705	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:26%20GMT	https://www.heerekarlaw.com/privacy-policy/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/privacy-policy/index.html	(from https://www.heerekarlaw.com/)
08:09:28	141004/141004	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/hka9yxgqjho.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/hka9yxgqjho.2303291206316.css	(from https://www.heerekarlaw.com/)
08:09:29	51051/51051	---M-Z	200	added ('OK')	application/javascript	etag:%228f076377a6da1:0%22	https://www.heerekarlaw.com/cms/includes/zhmfyyemg2g.2405140701286.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/zhmfyyemg2g.2405140701286.js	(from https://www.heerekarlaw.com/)
08:09:30	12174/12174	---M--	200	added ('OK')	application/javascript	etag:%22664ba57e-2f8e%22	https://analytics.scorpion.co/sa.js	/Users/viktoriia.midor/websites/heerekarlaw/analytics.scorpion.co/sa.js	(from https://www.heerekarlaw.com/)
08:09:31	1423/1423	---MC-	200	added ('OK')	text/plain	date:Thu,%2011%20Jul%202024%2012:09:30%20GMT	https://scorpionconnect.scorpion.co/s/bootstrap.d36a10be-b4a3-2592-6041-8682de8b9fce.js	/Users/viktoriia.midor/websites/heerekarlaw/scorpionconnect.scorpion.co/s/bootstrap.d36a10be-b4a3-2592-6041-8682de8b9fce.js	(from https://www.heerekarlaw.com/)
08:09:31	0/0	---M--	200	added ('OK')	text/plain	date:Thu,%2011%20Jul%202024%2012:09:31%20GMT	https://www.facebook.com/tr?id=1192804544962949&ev=PageView&noscript=1	/Users/viktoriia.midor/websites/heerekarlaw/www.facebook.com/tr.10917c.delayed	(from https://www.heerekarlaw.com/)
08:09:32	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:32%20GMT	https://www.heerekarlaw.com/about-us/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/cms/index.html	(from https://www.heerekarlaw.com/about-us/)
08:09:32	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:32%20GMT	https://www.heerekarlaw.com/about-us/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/usc/index.html	(from https://www.heerekarlaw.com/about-us/)
08:09:32	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:32%20GMT	https://www.heerekarlaw.com/about-us/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/admin/index.html	(from https://www.heerekarlaw.com/about-us/)
08:09:32	3222/3222	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dacc13a9703900%22	https://www.heerekarlaw.com/cms/svg/site/zr4cl296wmv.36.2407011706189.svg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/svg/site/zr4cl296wmv.36.2407011706189.svg	(from https://www.heerekarlaw.com/about-us/)
08:09:33	10589/10589	---M--	200	added ('OK')	image/png	etag:%22573abbe67edd81:0%22	https://www.heerekarlaw.com/images/awards/unnamed-1.2210311331243.png	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/images/awards/unnamed-1.2210311331243.png	(from https://www.heerekarlaw.com/about-us/)
08:09:35	199860/199860	---M--	200	added ('OK')	image/png	etag:%224ffa82dd67edd81:0%22	https://www.heerekarlaw.com/images/awards/1200px-CalBarSeal.svg.2210311332161.png	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/images/awards/1200px-CalBarSeal.svg.2210311332161.png	(from https://www.heerekarlaw.com/about-us/)
08:09:36	428611/428611	---M--	200	added ('OK')	image/png	etag:%2227ac18bb14fad81:0%22	https://www.heerekarlaw.com/images/awards/Seal_of_the_United_States_Court_of_Appeals_for_the_Ninth_Circuit.svg.2211161539552.png	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/images/awards/Seal_of_the_United_States_Court_of_Appeals_for_the_Ninth_Circuit.svg.2211161539552.png	(from https://www.heerekarlaw.com/about-us/)
08:09:37	54526/54526	---M--	200	added ('OK')	image/png	etag:%229b77869093f9d81:0%22	https://www.heerekarlaw.com/images/awards/5f3eccd9dd149e13f21d1a23_USC_Gould_logo.2211160015187.png	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/images/awards/5f3eccd9dd149e13f21d1a23_USC_Gould_logo.2211160015187.png	(from https://www.heerekarlaw.com/about-us/)
08:09:38	115978/115978	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/lgjfh0jz1hy.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/lgjfh0jz1hy.2303291206316.css	(from https://www.heerekarlaw.com/about-us/)
08:09:38	50795/50795	---M-Z	200	added ('OK')	application/javascript	etag:%228f076377a6da1:0%22	https://www.heerekarlaw.com/cms/includes/0abaazcyf3o.2405140701286.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/0abaazcyf3o.2405140701286.js	(from https://www.heerekarlaw.com/about-us/)
08:09:40	51221/51221	---M--	200	added ('OK')	image/jpeg	etag:%22ef6572c65edd81:0%22	https://www.heerekarlaw.com/images/staff/WhatsApp-Image-2021-11-05-at-8.59.15-AM-1-e1636668025996.jpg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/images/staff/WhatsApp-Image-2021-11-05-at-8.59.15-AM-1-e1636668025996.jpg	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:41	112992/112992	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/nx9wsj9mmcf.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/nx9wsj9mmcf.2303291206316.css	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:42	168/168	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:39%20GMT	https://www.heerekarlaw.com/about-us/hari-heerekar/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/hari-heerekar/admin/index.html	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:42	168/168	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:40%20GMT	https://www.heerekarlaw.com/about-us/hari-heerekar/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/hari-heerekar/usc/index.html	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:42	168/168	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:40%20GMT	https://www.heerekarlaw.com/about-us/hari-heerekar/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/about-us/hari-heerekar/cms/index.html	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:43	83625/83625	---M-Z	200	added ('OK')	application/javascript	etag:%228cd156a2f3bcda1:0%22	https://www.heerekarlaw.com/cms/includes/ssppo3g2ha0.2406121109147.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/ssppo3g2ha0.2406121109147.js	(from https://www.heerekarlaw.com/about-us/hari-heerekar/)
08:09:45	115675/115675	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/kabkdikw152.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/kabkdikw152.2303291206316.css	(from https://www.heerekarlaw.com/practice-areas/)
08:09:45	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:42%20GMT	https://www.heerekarlaw.com/practice-areas/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/admin/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:45	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:42%20GMT	https://www.heerekarlaw.com/practice-areas/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/usc/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:45	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:43%20GMT	https://www.heerekarlaw.com/practice-areas/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/cms/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:46	50793/50793	---M-Z	200	added ('OK')	application/javascript	etag:%228f076377a6da1:0%22	https://www.heerekarlaw.com/cms/includes/t0jk4w9upwa.2405140701286.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/t0jk4w9upwa.2405140701286.js	(from https://www.heerekarlaw.com/practice-areas/)
08:09:47	72159/72159	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:46%20GMT	https://www.heerekarlaw.com/practice-areas/citizenship/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/citizenship/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:47	71188/71188	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:46%20GMT	https://www.heerekarlaw.com/practice-areas/adjustment-of-status/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/adjustment-of-status/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:47	71436/71436	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:46%20GMT	https://www.heerekarlaw.com/practice-areas/family-petitions/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/family-petitions/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:48	134209/134209	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/o6tg0otxcrc.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/o6tg0otxcrc.2303291206316.css	(from https://www.heerekarlaw.com/practice-areas/asylum/)
08:09:48	71639/71639	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:47%20GMT	https://www.heerekarlaw.com/practice-areas/deportation-cancellation-of-removal/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/deportation-cancellation-of-removal/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:48	72096/72096	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:48%20GMT	https://www.heerekarlaw.com/practice-areas/u-visa/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/u-visa/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:48	71011/71011	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2012:09:48%20GMT	https://www.heerekarlaw.com/practice-areas/vawa/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/vawa/index.html	(from https://www.heerekarlaw.com/practice-areas/)
08:09:50	60961/60961	---M-Z	200	added ('OK')	application/javascript	etag:%228f076377a6da1:0%22	https://www.heerekarlaw.com/cms/includes/9vwr6386w_t.2405140701286.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/9vwr6386w_t.2405140701286.js	(from https://www.heerekarlaw.com/practice-areas/asylum/)
08:09:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:49%20GMT	https://www.heerekarlaw.com/practice-areas/asylum/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/asylum/admin/index.html	(from https://www.heerekarlaw.com/practice-areas/asylum/)
08:09:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:49%20GMT	https://www.heerekarlaw.com/practice-areas/asylum/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/asylum/usc/index.html	(from https://www.heerekarlaw.com/practice-areas/asylum/)
08:09:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:49%20GMT	https://www.heerekarlaw.com/practice-areas/asylum/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/practice-areas/asylum/cms/index.html	(from https://www.heerekarlaw.com/practice-areas/asylum/)
08:09:51	105699/105699	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/2_zy4cpyo5a.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/2_zy4cpyo5a.2303291206316.css	(from https://www.heerekarlaw.com/testimonials/)
08:09:52	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:51%20GMT	https://www.heerekarlaw.com/testimonials/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/testimonials/admin/index.html	(from https://www.heerekarlaw.com/testimonials/)
08:09:52	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:51%20GMT	https://www.heerekarlaw.com/testimonials/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/testimonials/usc/index.html	(from https://www.heerekarlaw.com/testimonials/)
08:09:52	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:51%20GMT	https://www.heerekarlaw.com/testimonials/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/testimonials/cms/index.html	(from https://www.heerekarlaw.com/testimonials/)
08:09:53	63407/63407	---M-Z	200	added ('OK')	application/javascript	etag:%228cd156a2f3bcda1:0%22	https://www.heerekarlaw.com/cms/includes/1jbyjy6g09u.2406121109147.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/1jbyjy6g09u.2406121109147.js	(from https://www.heerekarlaw.com/testimonials/)
08:09:54	105336/105336	---M-Z	200	added ('OK')	text/css	etag:%223fa0bf927162d91:0%22	https://www.heerekarlaw.com/cms/includes/n9v1h3ubh39.2303291206316.css	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/n9v1h3ubh39.2303291206316.css	(from https://www.heerekarlaw.com/resources/)
08:09:54	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:53%20GMT	https://www.heerekarlaw.com/resources/admin/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/resources/admin/index.html	(from https://www.heerekarlaw.com/resources/)
08:09:54	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:53%20GMT	https://www.heerekarlaw.com/resources/usc/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/resources/usc/index.html	(from https://www.heerekarlaw.com/resources/)
08:09:54	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2012:09:54%20GMT	https://www.heerekarlaw.com/resources/cms/	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/resources/cms/index.html	(from https://www.heerekarlaw.com/resources/)
08:09:55	41568/41568	---M-Z	200	added ('OK')	application/javascript	etag:%22df8915152290da1:0%22	https://www.heerekarlaw.com/cms/includes/0v18lnj2x6z.2404161018217.js	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/includes/0v18lnj2x6z.2404161018217.js	(from https://www.heerekarlaw.com/resources/)
08:09:56	76716/76716	---M--	200	added ('OK')	image/jpeg	etag:%221dabd24d45a2200:0%22	https://www.heerekarlaw.com/cms/thumbnails/34/534x450//images/blog/iStock-1410166189.2310130632099.jpg	/Users/viktoriia.midor/websites/heerekarlaw/www.heerekarlaw.com/cms/thumbnails/34/534x450/images/blog/iStock-1410166189.2310130632099.jpg	(from https://www.heerekarlaw.com/blog/)
